Borough,Median_Income,Longitude,Latitude,Perc_White,Perc_Black,Perc_Asian,Perc_Other,Perc_Hispanic
Queens,25946,40.7282,73.7949,0.017,0.621,0.116,0.077,0.169
Queens,25946,40.7282,73.7949,0.017,0.621,0.116,0.077,0.169
Queens,25946,40.7282,73.7949,0.017,0.621,0.116,0.077,0.169
Queens,25946,40.7282,73.7949,0.017,0.621,0.116,0.077,0.169
Queens,25946,40.7282,73.7949,0.017,0.621,0.116,0.077,0.169
Queens,27016,40.7282,73.7949,0.216,0.151,0.21,0.166,0.257
Queens,27016,40.7282,73.7949,0.216,0.151,0.21,0.166,0.257
Queens,27016,40.7282,73.7949,0.216,0.151,0.21,0.166,0.257
Queens,27016,40.7282,73.7949,0.216,0.151,0.21,0.166,0.257
Queens,27016,40.7282,73.7949,0.216,0.151,0.21,0.166,0.257
Queens,25920,40.7282,73.7949,0.35,0.353,0.039,0.022,0.235
Queens,25920,40.7282,73.7949,0.35,0.353,0.039,0.022,0.235
Queens,25920,40.7282,73.7949,0.35,0.353,0.039,0.022,0.235
Queens,25920,40.7282,73.7949,0.35,0.353,0.039,0.022,0.235
Queens,25920,40.7282,73.7949,0.35,0.353,0.039,0.022,0.235
Queens,25920,40.7282,73.7949,0.35,0.353,0.039,0.022,0.235
Queens,25920,40.7282,73.7949,0.35,0.353,0.039,0.022,0.235
